HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457312.79971,2015-10-17.2983758,bf,1.47,16.690,14.640,0.033,5.341,0.162,V
2457312.80099,2015-10-17.2996554,bf,1.44,16.717,14.590,0.031,5.597,0.158,V
2457312.80227,2015-10-17.3009313,bf,1.44,16.650,14.618,0.034,5.458,0.168,V
2457318.78532,2015-10-23.2838324,bf,1.49,16.567,14.618,0.036,5.453,0.181,V
2457318.78661,2015-10-23.2851231,bf,1.46,16.666,14.635,0.034,5.370,0.166,V
2457318.78793,2015-10-23.2864475,bf,1.45,16.625,14.663,0.036,5.232,0.172,V
2457322.76011,2015-10-27.2585240,bf,1.47,15.937,14.654,0.067,5.276,0.324,V
2457322.76138,2015-10-27.2598021,bf,1.44,16.032,14.683,0.063,5.137,0.297,V
2457322.76267,2015-10-27.2610883,bf,1.40,16.128,14.797,0.064,4.624,0.272,V
2457328.83334,2015-11-02.3316283,bf,1.48,16.203,14.688,0.054,5.116,0.254,V
2457328.83467,2015-11-02.3329631,bf,1.40,16.210,14.654,0.052,5.274,0.252,V
2457328.83595,2015-11-02.3342384,bf,1.44,16.160,14.542,0.049,5.851,0.264,V
2457329.72686,2015-11-03.2251333,bf,1.50,16.606,14.637,0.036,5.363,0.175,V
2457329.72820,2015-11-03.2264646,bf,1.45,16.668,14.685,0.035,5.124,0.165,V
2457329.72947,2015-11-03.2277422,bf,1.48,16.624,14.662,0.036,5.237,0.172,V
2457332.69903,2015-11-06.1972532,bf,1.44,16.779,14.701,0.032,5.054,0.149,V
2457332.70033,2015-11-06.1985517,bf,1.46,16.730,14.673,0.033,5.187,0.156,V
2457332.70163,2015-11-06.1998435,bf,1.39,16.726,14.661,0.033,5.240,0.157,V
2457335.78827,2015-11-09.2864387,bf,1.40,16.499,14.771,0.044,4.735,0.193,V
2457335.78955,2015-11-09.2877146,bf,1.40,16.236,14.680,0.052,5.155,0.247,V
2457335.79083,2015-11-09.2890003,bf,1.37,15.234,14.868,0.156,4.333,0.620,V
2457337.80203,2015-11-11.3001615,bf,1.64,16.693,14.715,0.035,4.988,0.162,V
2457337.80334,2015-11-11.301475,bf,1.64,16.647,14.689,0.036,5.111,0.169,V
2457337.80462,2015-11-11.3027576,bf,1.67,16.716,14.775,0.036,4.718,0.158,V
2457341.81443,2015-11-15.3125109,bf,1.57,16.722,14.722,0.035,4.955,0.157,V
2457341.81571,2015-11-15.3137894,bf,1.61,16.683,14.694,0.035,5.084,0.163,V
2457341.81698,2015-11-15.3150659,bf,1.56,16.726,14.723,0.034,4.951,0.157,V
2457346.69711,2015-11-20.1951418,bf,1.44,16.583,14.709,0.039,5.014,0.179,V
2457346.69842,2015-11-20.1964478,bf,1.43,16.540,14.642,0.038,5.333,0.186,V
2457346.69971,2015-11-20.1977349,bf,1.47,16.657,14.761,0.038,4.784,0.167,V
2457348.66825,2015-11-22.1662623,bf,1.45,16.423,14.788,0.048,4.664,0.207,V
2457348.66955,2015-11-22.1675644,bf,1.43,16.337,14.681,0.048,5.147,0.224,V
2457348.67083,2015-11-22.1688427,bf,1.43,16.365,14.708,0.048,5.021,0.218,V
2457352.79227,2015-11-26.2902554,bf,1.58,15.036,14.570,0.143,5.699,0.742,V
2457352.79370,2015-11-26.2916828,bf,1.48,15.206,14.915,0.168,4.150,0.635,V
2457352.79498,2015-11-26.2929631,bf,1.48,15.829,14.717,0.079,4.979,0.358,V
2457353.85454,2015-11-27.3525131,bf,1.57,15.991,14.758,0.070,4.793,0.308,V
2457353.85581,2015-11-27.3537899,bf,1.57,16.083,14.732,0.063,4.910,0.283,V
2457353.85710,2015-11-27.3550781,bf,1.57,16.079,14.812,0.068,4.561,0.284,V
2457355.73833,2015-11-29.2362944,bf,1.57,16.490,14.753,0.044,4.817,0.195,V
2457356.76867,2015-11-30.2666361,bf,1.42,16.476,14.644,0.040,5.325,0.197,V
2457356.76995,2015-11-30.2679120,bf,1.38,16.434,14.696,0.044,5.077,0.205,V
2457356.77123,2015-11-30.2691930,bf,1.42,16.510,14.771,0.044,4.735,0.191,V
2457360.77917,2015-12-04.2771265,bf,1.42,16.075,14.719,0.063,4.970,0.285,V
2457360.78045,2015-12-04.2784030,bf,1.50,15.910,14.660,0.069,5.249,0.332,V
2457360.78173,2015-12-04.2796890,bf,1.48,16.072,14.672,0.060,5.190,0.286,V
2457361.78618,2015-12-05.2841405,bf,1.41,16.681,14.641,0.033,5.339,0.163,V
2457361.78748,2015-12-05.2854346,bf,1.45,99.990,99.990,99.990,99.990,99.990,V
2457361.78876,2015-12-05.2867164,bf,1.38,16.742,14.715,0.034,4.989,0.154,V
2457364.81138,2015-12-08.3093379,bf,1.49,16.732,14.726,0.034,4.940,0.156,V
2457364.81267,2015-12-08.3106324,bf,1.47,16.696,14.747,0.036,4.843,0.161,V
2457364.81395,2015-12-08.3119129,bf,1.45,99.990,99.990,99.990,99.990,99.990,V
2457370.74951,2015-12-14.2474873,bf,1.62,99.990,99.990,99.990,99.990,99.990,V
2457370.75079,2015-12-14.2487686,bf,1.58,99.990,99.990,99.990,99.990,99.990,V
2457370.75207,2015-12-14.2500545,bf,1.59,99.990,99.990,99.990,99.990,99.990,V
2457372.58498,2015-12-16.0829694,bf,1.43,16.715,14.729,0.035,4.926,0.158,V
2457372.58626,2015-12-16.0842592,bf,1.48,16.732,14.763,0.036,4.775,0.156,V
2457372.58756,2015-12-16.0855560,bf,1.47,16.739,14.777,0.036,4.712,0.155,V
2457374.69457,2015-12-18.1925813,bf,1.46,16.751,14.728,0.034,4.929,0.153,V
2457374.69586,2015-12-18.1938686,bf,1.48,99.990,99.990,99.990,99.990,99.990,V
2457374.69715,2015-12-18.1951578,bf,1.48,16.788,14.709,0.032,5.017,0.148,V
2457375.55718,2015-12-19.0551986,bf,1.44,16.522,14.761,0.043,4.779,0.189,V
2457375.55847,2015-12-19.0564908,bf,1.42,16.534,14.694,0.040,5.082,0.187,V
2457375.55977,2015-12-19.0577905,bf,1.51,16.508,14.738,0.043,4.885,0.192,V
2457376.82128,2015-12-20.3193048,bf,1.47,99.990,99.990,99.990,99.990,99.990,V
2457376.82256,2015-12-20.3205883,bf,1.44,99.990,99.990,99.990,99.990,99.990,V
2457376.82385,2015-12-20.3218790,bf,1.48,16.652,14.674,0.035,5.183,0.168,V
2457377.69249,2015-12-21.1905256,bf,1.46,16.515,14.869,0.048,4.330,0.190,V
2457377.69378,2015-12-21.1918208,bf,1.44,16.446,14.781,0.047,4.693,0.203,V
2457377.69506,2015-12-21.1930994,bf,1.46,16.471,14.738,0.044,4.886,0.198,V
2457379.62186,2015-12-23.1199190,bf,1.42,16.200,14.753,0.058,4.817,0.254,V
2457379.62315,2015-12-23.1212072,bf,1.43,16.281,14.714,0.052,4.993,0.236,V
2457379.62444,2015-12-23.1224983,bf,1.39,16.250,14.680,0.051,5.152,0.243,V
2457384.81979,2015-12-28.3179180,bf,1.48,16.300,14.835,0.057,4.468,0.232,V
2457384.82108,2015-12-28.3192046,bf,1.43,16.106,14.711,0.061,5.006,0.277,V
2457384.82236,2015-12-28.3204824,bf,1.55,16.276,14.708,0.052,5.020,0.237,V
2457385.63020,2015-12-29.1283371,bf,1.52,16.604,14.753,0.040,4.814,0.175,V
2457385.63148,2015-12-29.1296131,bf,1.46,16.544,14.710,0.040,5.011,0.185,V
2457385.63277,2015-12-29.1309039,bf,1.47,16.494,14.681,0.041,5.148,0.194,V
2457387.59064,2015-12-31.0887994,bf,1.43,99.990,99.990,99.990,99.990,99.990,V
2457387.59191,2015-12-31.0900774,bf,1.38,16.694,14.713,0.035,4.998,0.161,V
2457387.59321,2015-12-31.0913771,bf,1.43,16.672,14.671,0.035,5.196,0.165,V
2457395.72548,2016-01-08.2237887,bf,1.58,99.990,99.990,99.990,99.990,99.990,V
2457395.72675,2016-01-08.2250604,bf,1.62,99.990,99.990,99.990,99.990,99.990,V
2457395.72804,2016-01-08.2263533,bf,1.70,16.646,14.664,0.035,5.230,0.169,V
2457397.78673,2016-01-10.2850827,bf,1.44,16.677,14.748,0.037,4.841,0.164,V
2457397.78801,2016-01-10.2863695,bf,1.47,16.681,14.763,0.037,4.771,0.163,V
2457397.78929,2016-01-10.2876447,bf,1.45,16.726,14.835,0.038,4.465,0.157,V
2457399.74469,2016-01-12.2430862,bf,1.50,99.990,99.990,99.990,99.990,99.990,V
2457399.74598,2016-01-12.2443729,bf,1.54,99.990,99.990,99.990,99.990,99.990,V
2457399.74725,2016-01-12.2456484,bf,1.55,99.990,99.990,99.990,99.990,99.990,V
2457401.53252,2016-01-14.0309604,bf,1.54,16.272,14.788,0.056,4.666,0.238,V
2457401.53380,2016-01-14.0322376,bf,1.47,16.296,14.735,0.052,4.897,0.233,V
2457402.80806,2016-01-15.3065265,bf,1.53,16.702,14.727,0.035,4.936,0.160,V
2457402.80935,2016-01-15.3078148,bf,1.56,16.605,14.678,0.037,5.158,0.175,V
2457402.81063,2016-01-15.3090994,bf,1.50,16.694,14.780,0.037,4.698,0.161,V
2457404.67079,2016-01-17.1693043,bf,1.46,16.682,14.678,0.034,5.160,0.163,V
2457404.67208,2016-01-17.1705914,bf,1.52,16.635,14.716,0.037,4.983,0.170,V
2457404.67336,2016-01-17.1718793,bf,1.49,16.705,14.727,0.035,4.932,0.160,V
2457406.55776,2016-01-19.0563181,bf,1.48,16.550,14.794,0.043,4.636,0.184,V
2457406.55905,2016-01-19.0576077,bf,1.47,16.511,14.721,0.042,4.958,0.191,V
2457406.56033,2016-01-19.0588929,bf,1.44,16.441,14.671,0.043,5.194,0.204,V
2457408.69693,2016-01-21.1955513,bf,1.43,16.222,14.730,0.055,4.920,0.249,V
2457408.69822,2016-01-21.1968424,bf,1.44,16.114,14.651,0.057,5.291,0.275,V
2457408.69951,2016-01-21.1981299,bf,1.47,16.171,14.856,0.065,4.378,0.261,V
2457410.76818,2016-01-23.2668541,bf,1.50,15.673,14.578,0.080,5.657,0.413,V
2457410.76947,2016-01-23.2681402,bf,1.49,15.751,14.715,0.084,4.991,0.384,V
2457410.77075,2016-01-23.2694209,bf,1.53,15.883,14.662,0.071,5.234,0.340,V
2457416.77300,2016-01-29.2718459,bf,1.45,16.194,14.600,0.050,5.545,0.256,V
2457416.77428,2016-01-29.2731253,bf,1.45,16.279,14.676,0.050,5.171,0.236,V
2457416.77556,2016-01-29.2744093,bf,1.41,16.155,14.532,0.049,5.903,0.265,V
2457418.73825,2016-01-31.2371587,bf,1.45,16.554,14.718,0.040,4.974,0.184,V
2457418.73953,2016-01-31.2384358,bf,1.46,16.506,14.680,0.041,5.154,0.192,V
2457418.74081,2016-01-31.2397164,bf,1.47,16.456,14.642,0.041,5.334,0.201,V
2457419.72215,2016-02-01.2210789,bf,1.40,16.435,14.602,0.040,5.534,0.205,V
2457419.72344,2016-02-01.2223704,bf,1.40,16.527,14.575,0.036,5.673,0.188,V
2457419.72471,2016-02-01.2236451,bf,1.42,16.538,14.648,0.038,5.305,0.186,V
2457420.66422,2016-02-02.1631819,bf,1.46,16.649,14.634,0.034,5.375,0.168,V
2457420.66551,2016-02-02.1644737,bf,1.39,16.611,14.624,0.035,5.428,0.174,V
2457420.66679,2016-02-02.1657569,bf,1.40,16.623,14.632,0.035,5.382,0.172,V
2457422.73604,2016-02-04.2350665,bf,1.43,16.588,14.612,0.035,5.485,0.178,V
2457422.73733,2016-02-04.2363594,bf,1.40,16.694,14.621,0.032,5.436,0.161,V
2457422.73863,2016-02-04.2376543,bf,1.47,16.618,14.632,0.035,5.385,0.173,V
2457424.75312,2016-02-06.2522091,bf,1.44,16.560,14.581,0.035,5.642,0.183,V
2457424.75441,2016-02-06.2535005,bf,1.51,16.599,14.647,0.036,5.308,0.176,V
2457424.75569,2016-02-06.2547851,bf,1.44,16.542,14.693,0.040,5.089,0.186,V
2457425.69467,2016-02-07.1937957,bf,1.47,16.634,14.646,0.035,5.313,0.171,V
2457425.69596,2016-02-07.1950821,bf,1.41,16.617,14.629,0.035,5.403,0.173,V
2457425.69726,2016-02-07.1963831,bf,1.48,16.690,14.612,0.032,5.485,0.162,V
2457427.69529,2016-02-09.1944807,bf,1.42,16.651,14.641,0.034,5.339,0.168,V
2457427.69657,2016-02-09.1957616,bf,1.43,16.550,14.549,0.035,5.809,0.184,V
2457427.69786,2016-02-09.1970442,bf,1.44,16.596,14.620,0.035,5.443,0.177,V
2457429.73947,2016-02-11.2387234,bf,1.43,16.474,14.661,0.041,5.243,0.198,V
2457431.73440,2016-02-13.2337237,bf,1.43,16.574,14.672,0.038,5.191,0.180,V
2457431.73569,2016-02-13.2350138,bf,1.43,16.610,14.681,0.037,5.147,0.174,V
2457431.73697,2016-02-13.2363002,bf,1.45,16.616,14.624,0.035,5.424,0.174,V
2457433.72880,2016-02-15.2281871,bf,1.48,16.663,14.655,0.034,5.273,0.166,V
2457433.73007,2016-02-15.2294732,bf,1.48,16.592,14.695,0.038,5.083,0.177,V
2457433.73136,2016-02-15.2307571,bf,1.48,16.581,14.701,0.039,5.051,0.179,V
2457434.72420,2016-02-16.2236307,bf,1.47,16.622,14.644,0.035,5.324,0.172,V
2457434.72548,2016-02-16.2249081,bf,1.47,16.609,14.654,0.036,5.275,0.175,V
2457434.72676,2016-02-16.2261922,bf,1.51,16.639,14.708,0.037,5.020,0.170,V
2457434.72676,2016-02-16.2261922,bf,1.44,16.644,14.708,0.037,5.020,0.169,V
2457435.72348,2016-02-17.2229462,bf,1.41,16.447,14.580,0.039,5.651,0.203,V
2457435.72475,2016-02-17.2242184,bf,1.49,16.443,14.715,0.044,4.987,0.203,V
2457435.72605,2016-02-17.2255083,bf,1.41,16.506,14.672,0.040,5.192,0.192,V
2457437.53364,2016-02-19.0331634,bf,1.58,16.399,14.750,0.048,4.827,0.212,V
2457437.53493,2016-02-19.0344508,bf,1.56,16.369,14.610,0.043,5.496,0.218,V
2457437.53620,2016-02-19.0357263,bf,1.48,16.412,14.686,0.045,5.125,0.209,V
2457439.71259,2016-02-21.2121879,bf,1.48,15.878,14.780,0.080,4.702,0.342,V
2457439.71387,2016-02-21.2134726,bf,1.46,15.903,14.732,0.075,4.908,0.334,V
2457439.71516,2016-02-21.2147628,bf,1.48,15.977,14.679,0.066,5.154,0.312,V
2457442.70212,2016-02-24.2018262,bf,1.48,15.793,14.728,0.082,4.926,0.370,V
2457442.70340,2016-02-24.2031106,bf,1.44,15.822,14.671,0.076,5.193,0.360,V
2457442.70468,2016-02-24.2043906,bf,1.42,15.862,14.606,0.069,5.511,0.347,V
2457444.65088,2016-02-26.1506591,bf,1.59,16.316,14.725,0.051,4.941,0.229,V
2457444.65217,2016-02-26.1519619,bf,1.57,16.279,14.588,0.046,5.606,0.236,V
2457444.65346,2016-02-26.1532469,bf,1.51,16.351,14.768,0.051,4.749,0.221,V
2457449.67696,2016-03-02.1769131,bf,1.50,99.990,99.990,99.990,99.990,99.990,V
2457449.67825,2016-03-02.1782042,bf,1.48,99.990,99.990,99.990,99.990,99.990,V
2457449.67953,2016-03-02.1794912,bf,1.48,99.990,99.990,99.990,99.990,99.990,V
2457451.67966,2016-03-04.1796907,bf,1.63,16.510,14.665,0.040,5.223,0.191,V
2457451.68094,2016-03-04.1809759,bf,1.63,16.583,14.710,0.039,5.007,0.179,V
2457452.67540,2016-03-05.1754684,bf,1.58,16.594,14.680,0.037,5.152,0.177,V
2457452.67669,2016-03-05.1767528,bf,1.54,16.586,14.651,0.037,5.292,0.178,V
2457452.67798,2016-03-05.1780434,bf,1.51,16.594,14.712,0.039,4.999,0.177,V
2457458.65831,2016-03-11.1585936,bf,1.44,16.511,14.621,0.038,5.437,0.191,V
2457458.65960,2016-03-11.1598841,bf,1.44,16.574,14.659,0.037,5.254,0.180,V
2457458.66088,2016-03-11.1611578,bf,1.41,16.575,14.699,0.039,5.063,0.180,V
2457461.61852,2016-03-14.1189045,bf,1.46,16.644,14.737,0.038,4.890,0.169,V
2457461.61981,2016-03-14.1201921,bf,1.44,16.641,14.715,0.037,4.990,0.169,V
2457461.62110,2016-03-14.1214812,bf,1.46,16.615,14.729,0.038,4.924,0.173,V
2457466.57694,2016-03-19.0775032,bf,1.45,15.992,14.827,0.075,4.502,0.308,V
2457466.57787,2016-03-19.0784304,bf,1.52,16.044,14.641,0.060,5.339,0.293,V
2457466.57881,2016-03-19.0793717,bf,1.49,16.038,14.649,0.061,5.303,0.295,V
2457467.49578,2016-03-19.9963679,bf,1.47,16.285,14.729,0.052,4.922,0.235,V
2457467.49706,2016-03-19.9976543,bf,1.50,16.373,14.688,0.046,5.117,0.217,V
2457467.49835,2016-03-19.9989429,bf,1.56,16.362,14.734,0.049,4.904,0.219,V
2457470.62413,2016-03-23.1248307,bf,1.57,15.909,14.679,0.071,5.155,0.333,V
2457470.62542,2016-03-23.1261165,bf,1.75,15.654,14.749,0.095,4.834,0.420,V
2457470.62671,2016-03-23.1274136,bf,1.67,15.784,15.000,0.107,3.834,0.373,V
2457471.55566,2016-03-24.0563890,bf,1.59,15.944,14.660,0.067,5.244,0.322,V
2457471.55696,2016-03-24.0576844,bf,1.75,15.956,14.667,0.067,5.215,0.318,V
2457471.55824,2016-03-24.0589752,bf,1.68,15.937,14.761,0.074,4.779,0.324,V
2457476.59551,2016-03-29.0964125,bf,1.51,16.291,14.759,0.053,4.791,0.234,V
2457476.59687,2016-03-29.0977712,bf,1.50,16.262,14.729,0.053,4.924,0.240,V
2457476.59816,2016-03-29.0990599,bf,1.47,16.197,14.639,0.052,5.348,0.255,V
2457477.55484,2016-03-30.0557621,bf,1.55,16.598,14.721,0.039,4.961,0.176,V
2457477.55612,2016-03-30.0570496,bf,1.56,16.633,14.716,0.037,4.980,0.171,V
2457477.55741,2016-03-30.0583408,bf,1.53,16.625,14.695,0.037,5.083,0.172,V
2457481.59011,2016-04-03.0911714,bf,1.39,16.573,14.631,0.036,5.391,0.181,V
2457481.59141,2016-04-03.0924640,bf,1.47,16.504,14.721,0.042,4.961,0.192,V
2457481.59272,2016-04-03.0937751,bf,1.41,16.626,14.719,0.038,4.972,0.172,V
2457485.57852,2016-04-07.0797012,bf,1.37,16.550,14.731,0.041,4.915,0.184,V
2457485.57982,2016-04-07.0809997,bf,1.47,16.595,14.730,0.039,4.918,0.177,V
2457485.58111,2016-04-07.0822937,bf,1.44,16.595,14.669,0.037,5.201,0.177,V
2457526.46384,2016-05-17.9658680,bf,1.53,16.275,14.839,0.058,4.449,0.238,V
2457526.46513,2016-05-17.9671549,bf,1.62,16.175,14.822,0.063,4.519,0.260,V
2457526.46642,2016-05-17.9684457,bf,1.55,16.146,14.814,0.064,4.552,0.267,V
2457586.94209,2016-07-17.4436567,bf,1.43,16.224,14.743,0.056,4.863,0.249,V
2457586.94336,2016-07-17.4449321,bf,1.45,16.311,14.764,0.053,4.770,0.230,V
2457586.94461,2016-07-17.4461834,bf,1.45,16.095,14.685,0.060,5.129,0.280,V
2457590.93967,2016-07-21.4411376,bf,1.70,15.516,14.903,0.125,4.196,0.477,V
2457590.94098,2016-07-21.4424465,bf,1.69,15.199,14.606,0.127,5.513,0.639,V
2457590.94226,2016-07-21.4437354,bf,1.62,14.973,14.551,0.149,5.801,0.787,V
2457591.93195,2016-07-22.4333982,bf,1.57,16.305,14.745,0.052,4.848,0.231,V
2457591.93319,2016-07-22.4346445,bf,1.48,16.176,14.694,0.056,5.084,0.260,V
2457591.93449,2016-07-22.4359337,bf,1.52,16.187,14.680,0.055,5.150,0.257,V
2457595.92177,2016-07-26.4231099,bf,1.47,16.533,14.744,0.042,4.858,0.187,V
2457595.92302,2016-07-26.4243629,bf,1.51,16.522,14.714,0.041,4.990,0.189,V
2457595.92432,2016-07-26.4256628,bf,1.45,16.536,14.769,0.043,4.746,0.187,V
2457604.90923,2016-08-04.4103120,bf,1.49,16.652,14.696,0.036,5.076,0.168,V
2457604.91052,2016-08-04.4116017,bf,1.50,16.699,14.752,0.036,4.822,0.161,V
2457604.91181,2016-08-04.4128931,bf,1.49,16.671,14.746,0.037,4.848,0.165,V
2457607.89871,2016-08-07.3996981,bf,1.54,16.699,14.756,0.036,4.804,0.161,V
2457607.89999,2016-08-07.4009834,bf,1.47,16.672,14.799,0.039,4.618,0.165,V
2457607.90130,2016-08-07.4022864,bf,1.44,16.659,14.688,0.035,5.112,0.167,V
2457610.89192,2016-08-10.3928157,bf,1.62,16.658,14.691,0.036,5.100,0.167,V
2457610.89321,2016-08-10.3941062,bf,1.49,16.690,14.760,0.037,4.783,0.162,V
2457610.89450,2016-08-10.3953949,bf,1.53,16.674,14.752,0.037,4.819,0.164,V
2457616.88412,2016-08-16.3848193,bf,1.48,16.386,14.721,0.047,4.957,0.214,V
2457616.88541,2016-08-16.3861074,bf,1.50,16.479,14.753,0.045,4.817,0.197,V
2457616.88674,2016-08-16.3874394,bf,1.41,16.502,14.737,0.043,4.889,0.192,V
2457618.86926,2016-08-18.3698895,bf,1.51,15.912,14.872,0.084,4.315,0.331,V
2457618.87055,2016-08-18.3711782,bf,1.57,15.953,14.640,0.065,5.343,0.319,V
2457618.87183,2016-08-18.3724663,bf,1.47,15.797,14.713,0.081,4.999,0.368,V
2457620.89096,2016-08-20.3915254,bf,2.44,15.938,14.780,0.075,4.698,0.324,V
2457620.89225,2016-08-20.3928116,bf,2.50,16.000,14.775,0.071,4.717,0.306,V
2457621.87786,2016-08-21.3783928,bf,1.48,16.256,14.771,0.056,4.739,0.242,V
2457621.87915,2016-08-21.3796792,bf,1.48,16.414,14.927,0.056,4.103,0.209,V
2457621.88042,2016-08-21.3809512,bf,1.50,16.295,14.727,0.052,4.934,0.233,V
2457624.85563,2016-08-24.3560626,bf,1.51,16.505,14.723,0.042,4.952,0.192,V
2457624.85694,2016-08-24.3573633,bf,1.49,16.488,14.740,0.044,4.878,0.195,V
2457624.85823,2016-08-24.3586586,bf,1.49,16.518,14.693,0.041,5.090,0.190,V
2457629.85509,2016-08-29.3553488,bf,1.49,16.754,14.786,0.036,4.671,0.153,V
2457630.84001,2016-08-30.3402265,bf,1.42,16.684,14.737,0.036,4.888,0.163,V
2457630.84128,2016-08-30.3415020,bf,1.41,16.639,14.734,0.038,4.901,0.170,V
2457630.84257,2016-08-30.3427880,bf,1.42,16.769,14.723,0.033,4.953,0.151,V
2457634.82959,2016-09-03.3296633,bf,1.54,16.667,14.739,0.037,4.880,0.166,V
2457634.83087,2016-09-03.3309491,bf,1.53,16.666,14.736,0.037,4.889,0.166,V
2457634.83217,2016-09-03.3322439,bf,1.48,16.751,14.749,0.034,4.834,0.153,V
2457638.81713,2016-09-07.3170701,bf,1.55,16.536,14.655,0.039,5.270,0.187,V
2457639.81734,2016-09-08.3172445,bf,1.41,16.550,14.650,0.038,5.297,0.184,V
2457641.81041,2016-09-10.3102356,bf,1.41,16.705,14.703,0.034,5.041,0.160,V
2457641.81170,2016-09-10.3115280,bf,1.41,16.659,14.736,0.037,4.891,0.167,V
2457641.81299,2016-09-10.3128233,bf,1.47,16.647,14.745,0.038,4.853,0.168,V
2457644.80335,2016-09-13.3030785,bf,1.43,16.016,14.696,0.065,5.073,0.301,V
2457644.80464,2016-09-13.3043645,bf,1.44,15.677,14.781,0.096,4.693,0.412,V
2457644.80594,2016-09-13.3056599,bf,1.47,16.134,14.731,0.060,4.914,0.270,V
2457645.86148,2016-09-14.3611719,bf,1.62,16.321,14.649,0.047,5.305,0.227,V
2457650.78259,2016-09-19.2821025,bf,1.44,16.123,14.770,0.063,4.741,0.273,V
2457650.78389,2016-09-19.2834006,bf,1.55,16.173,14.578,0.050,5.661,0.261,V
2457650.78517,2016-09-19.2846895,bf,1.49,16.149,14.696,0.057,5.073,0.266,V
2457652.81097,2016-09-21.3104209,bf,1.49,16.412,14.698,0.045,5.067,0.209,V
2457652.81226,2016-09-21.3117074,bf,1.47,16.362,14.619,0.044,5.450,0.219,V
2457652.81355,2016-09-21.3129921,bf,1.44,16.309,14.575,0.044,5.674,0.230,V
2457655.77362,2016-09-24.2729664,bf,1.48,16.540,14.658,0.039,5.256,0.186,V
2457655.77491,2016-09-24.2742584,bf,1.56,16.589,14.605,0.035,5.518,0.178,V
2457655.77621,2016-09-24.2755548,bf,1.53,16.544,14.631,0.037,5.389,0.185,V
2457658.77178,2016-09-27.2710261,bf,1.46,16.637,14.700,0.037,5.059,0.170,V
2457658.77307,2016-09-27.2723182,bf,1.49,16.607,14.649,0.036,5.304,0.175,V
2457658.77436,2016-09-27.2736049,bf,1.50,16.631,14.641,0.035,5.336,0.171,V
2457660.87435,2016-09-29.3735313,bf,1.59,16.641,14.691,0.036,5.096,0.170,V
2457660.87564,2016-09-29.3748202,bf,1.53,16.591,14.740,0.040,4.871,0.177,V
2457660.87694,2016-09-29.3761193,bf,1.52,16.696,14.717,0.035,4.979,0.161,V
2457663.80416,2016-10-02.3032403,bf,1.48,16.681,14.735,0.036,4.900,0.163,V
2457663.80544,2016-10-02.3045255,bf,1.44,16.642,14.720,0.037,4.963,0.169,V
2457663.80673,2016-10-02.3058151,bf,1.44,16.735,14.758,0.035,4.794,0.155,V
2457668.73489,2016-10-07.2338160,bf,1.51,16.623,14.751,0.039,4.829,0.172,V
2457668.73618,2016-10-07.2351140,bf,1.47,16.640,14.716,0.037,4.985,0.170,V
2457668.73748,2016-10-07.2364074,bf,1.50,16.600,14.692,0.038,5.094,0.176,V
2457670.83354,2016-10-09.3324092,bf,1.51,16.705,14.734,0.035,4.901,0.160,V
2457670.83485,2016-10-09.3337126,bf,1.46,16.796,14.806,0.035,4.588,0.147,V
2457670.83613,2016-10-09.3349991,bf,1.47,16.688,14.746,0.036,4.846,0.162,V
2457671.73257,2016-10-10.2314094,bf,1.51,16.603,14.731,0.039,4.916,0.176,V
2457671.73385,2016-10-10.2326921,bf,1.55,16.508,14.706,0.042,5.031,0.192,V
2457671.73514,2016-10-10.2339861,bf,1.51,16.642,14.818,0.041,4.540,0.170,V
2457682.73106,2016-10-21.2296038,bf,1.42,16.581,14.721,0.039,4.963,0.179,V
2457682.73236,2016-10-21.2309025,bf,1.45,16.463,14.702,0.043,5.049,0.200,V
2457682.73365,2016-10-21.2321944,bf,1.44,16.548,14.755,0.042,4.807,0.185,V
2457684.72040,2016-10-23.2188945,bf,1.62,16.635,14.779,0.039,4.703,0.171,V
2457684.72170,2016-10-23.2201967,bf,1.55,16.689,14.760,0.037,4.784,0.162,V
2457684.72300,2016-10-23.2214969,bf,1.52,16.707,14.721,0.035,4.962,0.160,V
2457687.80548,2016-10-26.3038996,bf,1.51,16.673,14.738,0.037,4.881,0.165,V
2457687.80678,2016-10-26.3052035,bf,1.59,16.698,14.724,0.035,4.946,0.161,V
2457687.80808,2016-10-26.3064988,bf,1.56,16.704,14.775,0.037,4.719,0.160,V
2457691.67362,2016-10-30.1719570,bf,1.45,16.698,14.780,0.037,4.699,0.161,V
2457691.67491,2016-10-30.1732493,bf,1.42,16.678,14.751,0.037,4.824,0.164,V
2457691.67621,2016-10-30.1745446,bf,1.42,16.668,14.670,0.035,5.201,0.165,V
2457695.71734,2016-11-03.2155982,bf,1.46,16.723,14.737,0.035,4.889,0.157,V
2457695.71864,2016-11-03.2168954,bf,1.42,16.684,14.747,0.037,4.843,0.163,V
2457695.71998,2016-11-03.2182335,bf,1.40,16.706,14.703,0.034,5.044,0.160,V
2457698.76474,2016-11-06.2629407,bf,1.50,16.662,14.741,0.037,4.869,0.166,V
2457699.67745,2016-11-07.1756422,bf,1.43,16.637,14.735,0.038,4.896,0.170,V
2457699.67886,2016-11-07.1770480,bf,1.43,16.562,14.717,0.040,4.981,0.182,V
2457699.68019,2016-11-07.1783797,bf,1.44,16.578,14.750,0.041,4.829,0.180,V
